NDC,Proprietary Name,Non Proprietary Name,Ingredient List,Labeler Name,Product Type,Marketing Category,Application Number or Monograph ID,Link,Inactivation Date,Reactivation Date
43655-002-01,GNC Pets Hot Spot (Premium Formula),"DIPHENHYDRAMINE HYDROCHLORIDE, HYDROCORTISONE, AND BENZETHONIUM CHLORIDE",DIPHENHYDRAMINE HYDROCHLORIDE; HYDROCORTISONE; BENZETHONIUM CHLORIDE,General Nutrition Corporation,OTC ANIMAL DRUG,UNAPPROVED DRUG OTHER,,https://www.accessdata.fda.gov/spl/data/facb45cd-47b5-4f09-b97d-019973136d13/facb45cd-47b5-4f09-b97d-019973136d13.xml,,
43655-000-02,GNC Pets Itch Relief (Premium Formula),"PRAMOXINE HYDROCHLORIDE, HYDROCORTISONE, AND LIDOCAINE HYDROCHLORIDE",HYDROCORTISONE; LIDOCAINE HYDROCHLORIDE; PRAMOXINE HYDROCHLORIDE,General Nutrition Corporation,OTC ANIMAL DRUG,UNAPPROVED DRUG OTHER,,https://www.accessdata.fda.gov/spl/data/65c7e0e2-330e-46de-b000-8a5b7dc06a63/65c7e0e2-330e-46de-b000-8a5b7dc06a63.xml,,
43655-000-01,GNC Pets Itch Relief (Premium Formula),"PRAMOXINE HYDROCHLORIDE, HYDROCORTISONE, AND LIDOCAINE HYDROCHLORIDE",HYDROCORTISONE; LIDOCAINE HYDROCHLORIDE; PRAMOXINE HYDROCHLORIDE,General Nutrition Corporation,OTC ANIMAL DRUG,UNAPPROVED DRUG OTHER,,https://www.accessdata.fda.gov/spl/data/65c7e0e2-330e-46de-b000-8a5b7dc06a63/65c7e0e2-330e-46de-b000-8a5b7dc06a63.xml,,
43655-003-02,GNC Pets Itch Relief Conditioner (Premium Formula),"PRAMOXINE HYDROCHLORIDE, HYDROCORTISONE, AND LIDOCAINE HYDROCHLORIDE",PRAMOXINE HYDROCHLORIDE; LIDOCAINE HYDROCHLORIDE; HYDROCORTISONE,General Nutrition Corporation,OTC ANIMAL DRUG,UNAPPROVED DRUG OTHER,,https://www.accessdata.fda.gov/spl/data/c86bcbb3-d067-4e71-8188-8ef6e101d9a7/c86bcbb3-d067-4e71-8188-8ef6e101d9a7.xml,,
86158-2084-1,Goff-Bol,SOLANUM BOLUS,CALCIUM LACTATE PENTAHYDRATE; SOLANUM GLAUCOPHYLLUM WHOLE; CALCIUM ACETATE; CALCIUM CHLORIDE,Contract Manufacturing Services LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/b36bdd43-d474-45c2-a4c3-db533dfa5c39/b36bdd43-d474-45c2-a4c3-db533dfa5c39.xml,,
86158-2084-0,Goff-Bol,SOLANUM BOLUS,CALCIUM LACTATE PENTAHYDRATE; SOLANUM GLAUCOPHYLLUM WHOLE; CALCIUM ACETATE; CALCIUM CHLORIDE,Contract Manufacturing Services LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/b36bdd43-d474-45c2-a4c3-db533dfa5c39/b36bdd43-d474-45c2-a4c3-db533dfa5c39.xml,,
86158-2083-0,Goff-Bol Max,SOLANUM BOLUS,CALCIUM LACTATE PENTAHYDRATE; SOLANUM GLAUCOPHYLLUM WHOLE; CALCIUM CHLORIDE; CALCIUM ACETATE,Contract Manufacturing Services LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/2ffb7cf7-4f26-40a7-a574-b30eecd285df/2ffb7cf7-4f26-40a7-a574-b30eecd285df.xml,,
86158-2083-1,Goff-Bol Max,SOLANUM BOLUS,CALCIUM LACTATE PENTAHYDRATE; SOLANUM GLAUCOPHYLLUM WHOLE; CALCIUM CHLORIDE; CALCIUM ACETATE,Contract Manufacturing Services LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/2ffb7cf7-4f26-40a7-a574-b30eecd285df/2ffb7cf7-4f26-40a7-a574-b30eecd285df.xml,,
63927-4170-3,Gold-Bloc,BRONOPOL,BRONOPOL,"ProActive Solutions USA, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/83d4aade-246b-4be4-af8c-1ab657760dc2/83d4aade-246b-4be4-af8c-1ab657760dc2.xml,,
63927-4170-1,Gold-Bloc,BRONOPOL,BRONOPOL,"ProActive Solutions USA, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/83d4aade-246b-4be4-af8c-1ab657760dc2/83d4aade-246b-4be4-af8c-1ab657760dc2.xml,,
63927-4170-5,Gold-Bloc,BRONOPOL,BRONOPOL,"ProActive Solutions USA, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/83d4aade-246b-4be4-af8c-1ab657760dc2/83d4aade-246b-4be4-af8c-1ab657760dc2.xml,,
63927-4170-2,Gold-Bloc,BRONOPOL,BRONOPOL,"ProActive Solutions USA, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/83d4aade-246b-4be4-af8c-1ab657760dc2/83d4aade-246b-4be4-af8c-1ab657760dc2.xml,,
63927-4170-4,Gold-Bloc,BRONOPOL,BRONOPOL,"ProActive Solutions USA, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/83d4aade-246b-4be4-af8c-1ab657760dc2/83d4aade-246b-4be4-af8c-1ab657760dc2.xml,,
40738-002-01,GOLDENSTEAM PET EAR CLEANER,GOLDENSTEAM PET EAR CLEANER,EDETIC ACID; PROPYLENE GLYCOL; CHLOROXYLENOL,"Shenzhen Wan feng Hao Electronic Commerce Co., Ltd.",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/0f128ca5-7a12-43a0-b9ab-90a3f91169fa/0f128ca5-7a12-43a0-b9ab-90a3f91169fa.xml,,
68504-002-01,GONABREED,GONADORELIN,GONADORELIN ACETATE,Parnell Technologies Pty Ltd,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200541,https://www.accessdata.fda.gov/spl/data/f42edfb4-7545-45be-82b4-c224a299c6a7/f42edfb4-7545-45be-82b4-c224a299c6a7.xml,,
68504-002-02,GONABREED,GONADORELIN,GONADORELIN ACETATE,Parnell Technologies Pty Ltd,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200541,https://www.accessdata.fda.gov/spl/data/f42edfb4-7545-45be-82b4-c224a299c6a7/f42edfb4-7545-45be-82b4-c224a299c6a7.xml,,
76701-371-02,Green Earth Pet First Aid and Wound Care,HY IQ WATER,HYDROGEN CATION,HAND SANITIZER LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/8ff2a59e-160e-4374-99ff-f7db2d3dbd05/8ff2a59e-160e-4374-99ff-f7db2d3dbd05.xml,,
76701-371-08,Green Earth Pet First Aid and Wound Care,HY IQ WATER,HYDROGEN CATION,HAND SANITIZER LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/8ff2a59e-160e-4374-99ff-f7db2d3dbd05/8ff2a59e-160e-4374-99ff-f7db2d3dbd05.xml,,
76701-261-02,Green Earth Pet Flea and Tick,HY IQ WATER,HYDROGEN CATION,HAND SANITIZER LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/a1ae10cd-bd64-4f28-9996-f65f42eb16b5/a1ae10cd-bd64-4f28-9996-f65f42eb16b5.xml,,
76701-261-08,Green Earth Pet Flea and Tick,HY IQ WATER,HYDROGEN CATION,HAND SANITIZER LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/a1ae10cd-bd64-4f28-9996-f65f42eb16b5/a1ae10cd-bd64-4f28-9996-f65f42eb16b5.xml,,
76701-372-08,Green Earth Pet Mange,HY IQ WATER,HYDROGEN CATION,HAND SANITIZER LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/57f5958a-54ff-41c3-b0c4-9af42dcdd737/57f5958a-54ff-41c3-b0c4-9af42dcdd737.xml,,
76701-372-02,Green Earth Pet Mange,HY IQ WATER,HYDROGEN CATION,HAND SANITIZER LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/57f5958a-54ff-41c3-b0c4-9af42dcdd737/57f5958a-54ff-41c3-b0c4-9af42dcdd737.xml,,
76701-375-30,Green Earth Pet Wipes,HY IQ WATER,HYDROGEN CATION,HAND SANITIZER LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/b81fc812-582d-4275-affc-1e7ba0ac3ad2/b81fc812-582d-4275-affc-1e7ba0ac3ad2.xml,,
68647-150-10,Grief and Pining Formula,"HYPERICUM, CHAMOMILLA, IGNATIA, CAPSICUM, KALI PHOS",POTASSIUM PHOSPHATE; HYPERICUM PERFORATUM; CHAMOMILE; AJI PEPPER; STRYCHNOS IGNATII SEED,Feelgood Health,OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/e5713387-18d6-40ba-8366-3a3e51d8cf92/e5713387-18d6-40ba-8366-3a3e51d8cf92.xml,,
86147-002-01,GUMHAPPY,"BELLADONNA , MERCURIUS SOLUBILIS , CARBO VEGETABILIS , KREOSOTUM , SILICEA , PHOS , SULPHUR , SOLIDAGO",ATROPA BELLADONNA; SULFUR; ACTIVATED CHARCOAL; SILICON DIOXIDE; PHOSPHORUS; WOOD CREOSOTE; SOLIDAGO VIRGAUREA FLOWERING TOP; MERCURIUS SOLUBILIS,Groupe Cyrenne Inc.,OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/362b4977-ab36-4d8d-b1d2-cc1ef6d7e102/362b4977-ab36-4d8d-b1d2-cc1ef6d7e102.xml,,
86083-0008-1,GUT SEAL,"PORCINE CARTILAGE, CALENDULA OFFICINALIS, THIOSINAMINUM, ARNICA MONTANA",ALLYLTHIOUREA; ARNICA MONTANA; CALENDULA OFFICINALIS WHOLE; SUS SCROFA CARTILAGE,"The Adored Beast Apothecary, Ltd",OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/c830e37a-b6f5-4e0a-ab50-70bf98a2cb2f/c830e37a-b6f5-4e0a-ab50-70bf98a2cb2f.xml,,
86147-029-01,H20 OUT,"APIS MELLIFERA, SODIUM SULFIDE NONAHYDRATE, THUJA OCCIDENTALIS LEAFY TWIG, POTASSIUM CARBONATE, SOLIDAGO VIRGAUREA FLOWERING TOP, BRYONIA ALBA ROOT, TOXICODENDRON PUBESCENS LEAF, PULSATILLA VULGARIS WHOLE",PULSATILLA VULGARIS; APIS MELLIFERA; THUJA OCCIDENTALIS LEAFY TWIG; POTASSIUM CARBONATE; SODIUM SULFIDE NONAHYDRATE; BRYONIA ALBA ROOT; SOLIDAGO VIRGAUREA FLOWERING TOP; TOXICODENDRON PUBESCENS LEAF,Groupe Cyrenne Inc.,OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/36d296bd-55d7-48e5-a7b1-83951df16f7d/36d296bd-55d7-48e5-a7b1-83951df16f7d.xml,,
50364-006-04,H2O Ionx Extended Hydration Formula,"ANTIMONIUM CRUDUM, APIS MELLIFICA, BAPTISIA TINCTORIA, CARBO VEGETABILIS",PULSATILLA VULGARIS; SELENIUM; ANTIMONY TRISULFIDE; ACTIVATED CHARCOAL; NUTMEG; SULFUR; ALOE; BAPTISIA; APIS MELLIFERA; CHAMOMILE; STROPHANTHUS HISPIDUS SEED,Ionx Health d/b/a Vet Ionx,OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/1ae97274-7d68-482a-8b34-4b795b3d40ea/1ae97274-7d68-482a-8b34-4b795b3d40ea.xml,,
61571-623-15,Hairball,"ALFALFA, ALTHEA, CARBO VEG, CUCURBITA PEPO SEMEN, LINUM USIT, NUX VOM, OLEA EUR, FLOS, ORNITHOGALUM, SULPHUR, TRITICUM, ULMUS FULV",ELYMUS REPENS ROOT; STRYCHNOS NUX-VOMICA SEED; ORNITHOGALUM UMBELLATUM; ALFALFA; PUMPKIN SEED; ACTIVATED CHARCOAL; OLEA EUROPAEA FLOWER; FLAX SEED; SULFUR; ULMUS RUBRA BARK; ALTHAEA OFFICINALIS ROOT,"HomeoPet, LLC",OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/464b624a-115a-4a5f-b221-477c6f31682e/464b624a-115a-4a5f-b221-477c6f31682e.xml,,
45732-026-40,Hairball Aid,"PETROLATUM, VITAMIN E",PETROLATUM; TOCOPHEROL,"Novipet, Inc.",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/f6ccc7ee-6aea-4a3a-96c8-ca8ce75d9894/f6ccc7ee-6aea-4a3a-96c8-ca8ce75d9894.xml,,
21091-401-04,Hairball Relief,SENTRY HAIRBALL RELIEF FOR CATS,PETROLATUM; MINERAL OIL,Sergeant's Pet Care Products LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/8345734e-216f-4d84-a1cf-dc0d0d1333e9/8345734e-216f-4d84-a1cf-dc0d0d1333e9.xml,,
21091-401-03,Hairball Relief,SENTRY HAIRBALL RELIEF FOR CATS,PETROLATUM; MINERAL OIL,Sergeant's Pet Care Products LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/8345734e-216f-4d84-a1cf-dc0d0d1333e9/8345734e-216f-4d84-a1cf-dc0d0d1333e9.xml,,
45732-016-40,Hairball Remedy,"PETROLATUM, VITAMIN E",TOCOPHEROL; PETROLATUM,"Novipet, Inc.",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/81240ad9-788f-485a-9ffa-9dc62be0f644/81240ad9-788f-485a-9ffa-9dc62be0f644.xml,,
86147-047-01,HAIRBALLS,SILICON DIOXIDE,SILICON DIOXIDE,Groupe Cyrenne Inc.,OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/1ac0dc87-633a-4c2b-834b-61dcb7d8dfa0/1ac0dc87-633a-4c2b-834b-61dcb7d8dfa0.xml,,
50378-015-05,Halamid,CHLORAMINE-T TRIHYDRATE,CHLORAMINE-T TRIHYDRATE,Western Chemical Inc.,OTC ANIMAL DRUG,NADA,NADA141423,https://www.accessdata.fda.gov/spl/data/3a1825f2-8f66-4ab7-a91a-d27f99c5e4c7/3a1825f2-8f66-4ab7-a91a-d27f99c5e4c7.xml,,
50378-015-25,Halamid,CHLORAMINE-T TRIHYDRATE,CHLORAMINE-T TRIHYDRATE,Western Chemical Inc.,OTC ANIMAL DRUG,NADA,NADA141423,https://www.accessdata.fda.gov/spl/data/3a1825f2-8f66-4ab7-a91a-d27f99c5e4c7/3a1825f2-8f66-4ab7-a91a-d27f99c5e4c7.xml,,
86108-372-01,Han-Pen,PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,US Vet Inc,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200372,https://www.accessdata.fda.gov/spl/data/343eab26-008d-4e34-af77-2e140ccb42fd/343eab26-008d-4e34-af77-2e140ccb42fd.xml,,
86108-373-01,Han-Pen,PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,US Vet Inc,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200372,https://www.accessdata.fda.gov/spl/data/343eab26-008d-4e34-af77-2e140ccb42fd/343eab26-008d-4e34-af77-2e140ccb42fd.xml,,
86068-103-01,Happy Bar,"COLLOIDAL OATMEAL, LEMONGRASS OIL, TAMANU OIL, HYALURONIC ACID, TEA TREE OIL",HYALURONIC ACID; EAST INDIAN LEMONGRASS OIL; TAMANU OIL; OATMEAL; TEA TREE OIL,"Hi Nature Co., Ltd.",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/996e083e-bf6f-4ce7-8bf4-d992dea5e9fb/996e083e-bf6f-4ce7-8bf4-d992dea5e9fb.xml,,
23851-057-14,Happy Jack Ear Canker,ZINC OXIDE AND IODOFORM,IODOFORM; ZINC OXIDE,Happy Jack Inc,OTC ANIMAL DRUG,UNAPPROVED DRUG OTHER,,https://www.accessdata.fda.gov/spl/data/a07632e6-8809-4f1a-957e-a5bd537377e2/a07632e6-8809-4f1a-957e-a5bd537377e2.xml,,
86147-013-01,HAPPYGUT,"ANTIMONY TRISULFIDE, ARSENIC TRIOXIDE, ACTIVATED CHARCOAL, CINCHONA OFFICINALIS BARK, CITRULLUS COLOCYNTHIS FRUIT PULP, GELSEMIUM SEMPERVIRENS ROOT, STRYCHNOS NUX-VOMICA SEED, VERATRUM ALBUM ROOT",ARSENIC TRIOXIDE; ANTIMONY TRISULFIDE; VERATRUM ALBUM ROOT; CINCHONA OFFICINALIS BARK; ACTIVATED CHARCOAL; STRYCHNOS NUX-VOMICA SEED; CITRULLUS COLOCYNTHIS FRUIT PULP; GELSEMIUM SEMPERVIRENS ROOT,Groupe Cyrenne Inc.,OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/c8c20209-c04b-4395-a28c-2583c3c17cee/c8c20209-c04b-4395-a28c-2583c3c17cee.xml,,
43201-3056-5,Hartz Groomers Best,HYDROCORTISONE,HYDROCORTISONE,The Hartz Mountain Corporation,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/5f2ad7d2-bbd5-4b27-aa55-0c8bf3dbd1fe/5f2ad7d2-bbd5-4b27-aa55-0c8bf3dbd1fe.xml,,
64892-018-21,HB Copper CB,COPPER FOOTBATH,"CUPRIC SULFATE, BASIC COPPER SULFATE DIBASIC",Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/0ddd8407-e426-4f19-8f65-0aefc3eb358e/0ddd8407-e426-4f19-8f65-0aefc3eb358e.xml,,
64892-018-88,HB Copper CB,COPPER FOOTBATH,"CUPRIC SULFATE, BASIC COPPER SULFATE DIBASIC",Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/0ddd8407-e426-4f19-8f65-0aefc3eb358e/0ddd8407-e426-4f19-8f65-0aefc3eb358e.xml,,
64892-023-88,HB Triple Play,COPPER/FORMALDEHYDE FOOTBATH,"CUPRIC SULFATE, BASIC COPPER SULFATE DIBASIC; FORMALDEHYDE SOLUTION",Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/16b6d73d-b4cb-4b53-b1e9-77669af67251/16b6d73d-b4cb-4b53-b1e9-77669af67251.xml,,
64892-023-21,HB Triple Play,COPPER/FORMALDEHYDE FOOTBATH,"CUPRIC SULFATE, BASIC COPPER SULFATE DIBASIC; FORMALDEHYDE SOLUTION",Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/16b6d73d-b4cb-4b53-b1e9-77669af67251/16b6d73d-b4cb-4b53-b1e9-77669af67251.xml,,
64892-024-88,HB Zinc Supreme,ZINC FOOTBATH,ZINC SULFATE MONOHYDRATE,Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c4c80e3d-fb51-4119-b65a-a48d1495afbc/c4c80e3d-fb51-4119-b65a-a48d1495afbc.xml,,
64892-024-16,HB Zinc Supreme,ZINC FOOTBATH,ZINC SULFATE MONOHYDRATE,Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c4c80e3d-fb51-4119-b65a-a48d1495afbc/c4c80e3d-fb51-4119-b65a-a48d1495afbc.xml,,
64892-024-21,HB Zinc Supreme,ZINC FOOTBATH,ZINC SULFATE MONOHYDRATE,Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c4c80e3d-fb51-4119-b65a-a48d1495afbc/c4c80e3d-fb51-4119-b65a-a48d1495afbc.xml,,
64892-024-17,HB Zinc Supreme,ZINC FOOTBATH,ZINC SULFATE MONOHYDRATE,Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c4c80e3d-fb51-4119-b65a-a48d1495afbc/c4c80e3d-fb51-4119-b65a-a48d1495afbc.xml,,
64892-024-18,HB Zinc Supreme,ZINC FOOTBATH,ZINC SULFATE MONOHYDRATE,Wausau Chemical,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c4c80e3d-fb51-4119-b65a-a48d1495afbc/c4c80e3d-fb51-4119-b65a-a48d1495afbc.xml,,
86006-0001-2,HC-PRE,PRE-DIP ADDITIVE,MYRISTAMINE OXIDE,HydroClean,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/88f552e2-1c5d-4921-ac0b-6d8167ae7488/88f552e2-1c5d-4921-ac0b-6d8167ae7488.xml,,
86006-0001-1,HC-PRE,PRE-DIP ADDITIVE,MYRISTAMINE OXIDE,HydroClean,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/88f552e2-1c5d-4921-ac0b-6d8167ae7488/88f552e2-1c5d-4921-ac0b-6d8167ae7488.xml,,
48106-1200-1,HC-PRE,PRE-DIP ADDITIVE,MYRISTAMINE OXIDE,"BouMatic, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/f1d29b74-f43f-4004-95c5-8cdb2be19823/f1d29b74-f43f-4004-95c5-8cdb2be19823.xml,,
48106-1200-2,HC-PRE,PRE-DIP ADDITIVE,MYRISTAMINE OXIDE,"BouMatic, LLC",OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/f1d29b74-f43f-4004-95c5-8cdb2be19823/f1d29b74-f43f-4004-95c5-8cdb2be19823.xml,,
78078-0001-1,Healfast,WORMWOOD,WORMWOOD,Peterian,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/651cd91d-4014-4d2e-b478-fff39c0c806a/651cd91d-4014-4d2e-b478-fff39c0c806a.xml,,
86130-903-04,HEALHY PAW LIFE SULFUR,SULFUR,SULFUR,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/9349429f-38c8-4445-8ef6-0bd8414aa8dc/9349429f-38c8-4445-8ef6-0bd8414aa8dc.xml,,
86130-903-02,HEALHY PAW LIFE SULFUR,SULFUR,SULFUR,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/9349429f-38c8-4445-8ef6-0bd8414aa8dc/9349429f-38c8-4445-8ef6-0bd8414aa8dc.xml,,
28689-475-01,Healthy Bites Hairball Remedy for Cats,"BARLEY MALT SYRUP, PETROLATUM, INULIN",PETROLATUM; BARLEY MALT SYRUP; INULIN,Mark and Chappell Ltd,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/4485e188-2be8-4aa1-9a5c-1c38ae32f82b/4485e188-2be8-4aa1-9a5c-1c38ae32f82b.xml,,
28689-467-01,Healthy Bites Indoor Cat,"CRANBERRY, DL-METHIONINE, ASCORBIC ACID, ALPHA-TOCOPHEROL ACETATE","CRANBERRY; ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; N-ACETYLMETHIONINE, DL-",Mark and Chappell Ltd,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/ddb5c0ae-8cbc-430d-acf8-152b5b07a479/ddb5c0ae-8cbc-430d-acf8-152b5b07a479.xml,,
86147-023-01,HEALTHY COAT,"PHOSPHORUS, THALLIUM, SODIUM FLUORIDE",THALLIUM; SODIUM FLUORIDE; PHOSPHORUS,Groupe Cyrenne Inc.,OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/aa6e3004-fe69-4cc1-bc42-c71658c470db/aa6e3004-fe69-4cc1-bc42-c71658c470db.xml,,
86130-800-28,HEALTHY PAW LIFE,SULFUR,SALICYLIC ACID; SULFUR; OATMEAL,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c229d7da-5b78-4af6-a616-48cfac1d1aac/c229d7da-5b78-4af6-a616-48cfac1d1aac.xml,,
86130-800-16,HEALTHY PAW LIFE,SULFUR,SALICYLIC ACID; SULFUR; OATMEAL,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c229d7da-5b78-4af6-a616-48cfac1d1aac/c229d7da-5b78-4af6-a616-48cfac1d1aac.xml,,
86130-800-08,HEALTHY PAW LIFE,SULFUR,SALICYLIC ACID; SULFUR; OATMEAL,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/c229d7da-5b78-4af6-a616-48cfac1d1aac/c229d7da-5b78-4af6-a616-48cfac1d1aac.xml,,
86130-904-32,HEALTHY PAW LIFE COAT SILK,COAT SILK,SULFUR,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/e68d0aa5-b8f7-4e59-b0d3-797a004badf7/e68d0aa5-b8f7-4e59-b0d3-797a004badf7.xml,,
86130-904-12,HEALTHY PAW LIFE COAT SILK,COAT SILK,SULFUR,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/e68d0aa5-b8f7-4e59-b0d3-797a004badf7/e68d0aa5-b8f7-4e59-b0d3-797a004badf7.xml,,
86130-904-06,HEALTHY PAW LIFE COAT SILK,COAT SILK,SULFUR,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/e68d0aa5-b8f7-4e59-b0d3-797a004badf7/e68d0aa5-b8f7-4e59-b0d3-797a004badf7.xml,,
86130-907-10,HEALTHY PAW LIFE COAT SILK DRYING,COAT SILK,SULFUR,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/ce9875c6-7d7f-41db-94b3-aaa8d6526f1e/ce9875c6-7d7f-41db-94b3-aaa8d6526f1e.xml,,
86130-902-50,HEALTHY PAW LIFE FLEA AND TICK,FLEA AND TICK,CLOVE OIL; CEDAR LEAF OIL; PEPPERMINT OIL,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/86761c94-0b18-48ab-b2b4-b177eec2027b/86761c94-0b18-48ab-b2b4-b177eec2027b.xml,,
86130-902-25,HEALTHY PAW LIFE FLEA AND TICK,FLEA AND TICK,CLOVE OIL; CEDAR LEAF OIL; PEPPERMINT OIL,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/86761c94-0b18-48ab-b2b4-b177eec2027b/86761c94-0b18-48ab-b2b4-b177eec2027b.xml,,
86130-902-10,HEALTHY PAW LIFE FLEA AND TICK,FLEA AND TICK,CLOVE OIL; CEDAR LEAF OIL; PEPPERMINT OIL,CLASSIC AGRIMED LLC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/86761c94-0b18-48ab-b2b4-b177eec2027b/86761c94-0b18-48ab-b2b4-b177eec2027b.xml,,
